en,ar,source,type,section,confidence,hash
S(neurofibrosarcoma (malignant schwannoma),ساركومة ليفية عصبية ورم شفاني,dictionaries_master,term,,high,b5bab5bcd44838f7fa12d79a9c0073c4
S(peripheral nerve block anesthesi(Anes),تخدير (تبنيج) بإحصار العصب,dictionaries_master,term,,high,109793bbc681bbce3d145833271ee659
S(pharyngeal spine (tuberculum pharyngeum),الشوكة البلعومية الحديبة,dictionaries_master,term,,high,0c67326816cec4ff33609a3c93ae70d2
S(radial sensory nerve entrapment syndrome,متلازمة انفخاخ العصب الحسي,dictionaries_master,term,,high,99ccf8583b0f862ff86b5ae732523597
S(radiation atrophy (radiation dermatitis),ضمور التشعيع التهاب الجلد,dictionaries_master,term,,high,4c50526e36959d6096893223f5454456
S(septic phlebitis (suppurative phlebitis),التهاب وريدي نتن التهاب وريدي,dictionaries_master,term,,high,d0e35e1942026d65d6a4dc318ef79d1e
S(sterile prednisolone acetate suspensione,مستعلق أسيتات البريدنيزولون,dictionaries_master,term,,high,86c01c38830ce63461dbe3641583a965
S(suppurative phlebitis (septic phlebitis),التهاب وريدي مقيح التهاب وريدي,dictionaries_master,term,,high,fc3c4505597f78b99adbba13e867c05f
S(thoracolumbar junction surgical exposure,الكشف الجراحي للموصل الصدري,dictionaries_master,term,,high,866c301b7bea062bda26ed9e89067dc9
S(thumb metacarpophalangeal joint approach,مأتى المفصل السنعي السلامي,dictionaries_master,term,,high,4e0138565778505efacfc385d6c3ee7a
S(upper cervical spine posterior construct,بنية خلفية للسيساء الرقبية,dictionaries_master,term,,high,fbc920df54bc17da213e1dbf3207c0d1
S(vidian veins (venae canalis pterygoidei),أوردة فيديوس أوردة القناة,dictionaries_master,term,,high,2ceca2b9133fa26297640871552f87b7
S(warm blooded animal (homoeotherm animal),حيوان ذو دم حار حيوان ثابت,dictionaries_master,term,,high,0f37ce28434062f39a855c7a6a7ffe65
Livierato's refle(Abram's heart reflex),منعكس ليفيراتو منعكس أبرام,dictionaries_master,term,,high,403b1705aaa94c224ac9361eb4c54ca3
S)abdominal aorta (pars abdominalis aortae),الأبهر البطني الجزء البطني,dictionaries_master,term,,high,e18d454bb6d6b7c23c7cc9f681ae2b9d
S)anulus fibrosus disci intervertebralis NA,الحلقة الليفية للقرص بين,dictionaries_master,term,,high,b6a63345b789ae8467ab799b01e7710b
S)body's o Arantius (aortic valve nodules),أجسام أرانتيوس عقيدات صمام,dictionaries_master,term,,high,1cd106c75b9a46e81fad68f77904232f
S)caput longum musculi bicipitis brachii NA,الرأس الطويل لذات الرأسين,dictionaries_master,term,,high,b87eb474d7adc901d99c5fff9eec1e3d
S)caput longum musculi bicipitis femoris NA,الرأس الطويل لذات الرأسين,dictionaries_master,term,,high,3db7f2c4d2e275c8af330910fc10fdaf
S)compact bone (substantia compacta ossium),عظم مكتنز المادة العظمية,dictionaries_master,term,,high,b81ae8cd6969e6aa29b14492ea7f619e
S)glucose-6-phosphate dehydrogenase disease,داء نازعة هيدروجين الغلوكوز,dictionaries_master,term,,high,d9e14b8ea796a3f628624288f05e2cea
S)hysterocystopexy (ventrovesical fixation),تثبيت رحمي مثاني تثبيت رحمي,dictionaries_master,term,,high,8bbfcac8ae5ad6ceb575b018a2f9bae3
S)inflammatory rheumatism (rheumatic fever),روماتزم التهابي الحمى,dictionaries_master,term,,high,c4181aa0b213939634d140e39a007a39
S)lenticular bone of hand (os pisiforme NA),العظم العدسي في اليد العظم,dictionaries_master,sentence,,high,8e2247cba2834eb2f35cd4a924dc48a9
S)morbid anatomy (pathological anastomosis),التشريح المرضي التشريح,dictionaries_master,term,,high,50127dc6268aae9a5e9a01d4df4d9bc2
S)pars labialis musculi orbicularis oris NA,الجزء الشفوي للعضلة الدويرية,dictionaries_master,term,,high,472a807b71a673647bb66c6bad8bff86
S)sulcus of sigmoid sinus of occipital bone,تلم الجيب السيني في العظم,dictionaries_master,sentence,,high,8f357d1646c765b9ec1c8385f79adb02
S)superficial transverse muscle of perineum,العضلة المستعرضة العجانية,dictionaries_master,term,,high,ab6aaaf36268641b01a898e0f3af8020
S)sylvian artery (arteria cerebri media NA),شريان سلفيوس الشريان المخي,dictionaries_master,term,,high,8341d648ac894f82a8ea8fa53de3d62c
Chiari's disease (hepatic veins occlusion),داء خياري انسداد الأوردة,dictionaries_master,term,,high,2eb7fcb99376aa0ae4b11b44589d076b
Streptococcus lactis R factor (folic acid),عامل العقدية اللبنية حمض,dictionaries_master,term,,high,11242b964c7e6f4fe6aef39710aa7d5b
Technetium labeled methylene diphosphonate,ميثيلين ثنائي التكنيشيوم,dictionaries_master,term,,high,085f3b24ce4752d07744e2d3c9011ae5
S*central fissure (sulcus centralis cerebri),الشق المركزي التلم المركزي,dictionaries_master,term,,high,d97ef1d0c9698bab43542545cdf01d77
S*nucleus facialis (nucleus of facial nerve),النواة الوجهية نواة العصب,dictionaries_master,term,,high,59b02b447f6f93430fdb534aad6af5e2
S*nummular neurodermatitis (nummular eczema),التهاب جلدي عصبي نمي إكزيمة,dictionaries_master,term,,high,b4fcc7fb18a91791fd5f0989f2023b44
S*posterior petrosal sulcus of temporal bone,التلم الصخري الخلفي للعظم,dictionaries_master,term,,high,a57f2603995f2b67369c374e22d75c79
Jourdain's disease (suppurative gingivitis),داء جوردان التهاب اللثة,dictionaries_master,term,,high,47516777d707a9f5b177b5c8568d5112
"Winograd partial matrixectomy, matricectomy",قطع المطرس الجزئي بحسب,dictionaries_master,term,,high,a5249db5c3626799b05e21a298aec0ab
S+hyperostosis corticalis deformans juvenil,فرط التعظم القشري اليفعي,dictionaries_master,term,,high,2af97b56044a998fda57e4594632c678
S+malignant lymphadenoma (malignant lymphoma),ورم عقدي لمفي خبيث لمفومة,dictionaries_master,term,,high,4e9ca50721e3bb3ccb7602c3cbd40c16
S+mylohyoid groove of inferior maxillary bone,التلم الضرسي اللامي للفك,dictionaries_master,term,,high,46541a8b9444aa90ee8f63bb18c99f96
S+nodi lymphatici mediastinales anteriores NA,العقد اللمفية المنصفية,dictionaries_master,term,,high,dfa5c5405d3a199c8c3b7a915ee4f5fb
S+transcutaneous electrical nerve stimulation,تنبيه العصب الكهربائي عبر,dictionaries_master,term,,high,0bd3225a47d3ee68a095b532b0145fe5
"S+ulnar wrist extensor tendinitis, tendonit",التهاب وتر باسطة المعصم,dictionaries_master,term,,high,98ac7f701a2d6e634bf7852492b6a8eb
Lobstein's disease (osteogenesis imperfecta),داء لوبشتاين تكون العظم,dictionaries_master,term,,high,461998f5ff8076c7a342dd672ff9b90a
Preiser's disease (osteoporosis of scaphoid),داء برايزر تخلخل العظم,dictionaries_master,term,,high,a894a7d92dd04cac5644a926cb64da8c
Wrisberg's cartilage (cartilago cuneiformis),غضروف ريزبيرغ الغضروف,dictionaries_master,term,,high,1e799448cbb2f84d5a0df21a5d47fe29
"S,commissura anterior grisea medullae spinal",الصوار السنجابي الأمامي,dictionaries_master,term,,high,9b39cc9406563bd0ec5027572537cd9f
"S,congenital pemphigus (epidermolysis bullosa)",فقاع خلقي انحلال الجلد,dictionaries_master,term,,high,4664d779bfcd045ce8aa9a8fd26c5d20
"S,nodi lymphatici mediastinales posteriores NA",العقد اللمفية المنصفية,dictionaries_master,term,,high,01c618e08e852ad701c7098d5720da3b
"S,nodi lymphatici popliteales superficiales NA",العقد اللمفية المأبضية,dictionaries_master,term,,high,ae46023250febe1ce1b515dbffe9b057
"S,pandysautonomia (acute autonomic neuropathy)",الاعتلال العصبي المستقلي,dictionaries_master,term,,high,1ebf309ae4b0b379ceba277bbbaeecfe
"S,parchment heart (right ventricle hypoplasia)",قلب رقي نقص تنسج البطين,dictionaries_master,term,,high,a16dee05d0fcb38a1019eda295fcd230
Conor an Bruch's disease (boutonneuse fever),داءكونور وبروخ الحمى,dictionaries_master,term,,high,749dc0404099c814d52d1064b3920827
S-fasciculus longitudinalis superior cerebri NA,الحزمة الطولانية العلوية,dictionaries_master,term,,high,24e08109f70efc83f189aadf7e165378
S-fissure o Rolando (sulcus centralis cerebri),شق رولاندو التلم المركزي,dictionaries_master,term,,high,de51b0e28e27333829ea7227e7eabc2d
S-patellar tendonbearing-supracondylar (PTB-SC),حمل الوتر الرضفي - فوق,dictionaries_master,term,,high,3630c9866c2c42b84808a5b6758ea373
S-placentation bleeding (implantation bleeding),نزف تشكل المشيمة نزف,dictionaries_master,term,,high,0441c261ca3afcb19b4ecccfe6c1a2fc
S-subacute combined degeneration of spinal cord,تنكس النخاع المشترك تحت,dictionaries_master,term,,high,f36a148b2af6373aadc1e538db487c0f
S-temporal lobe epilepsy (psychomotor epilepsy),صرع الفص الصدغي صرع نفسي,dictionaries_master,term,,high,0ce6290904f3944ced167fa0d99447f5
S.precornu (cornu anterius ventriculi lateralis),القرن الأمامي للبطين,dictionaries_master,term,,high,70f7f1a0fde77b22e1d60fa6a26271ad
S.retinaculum musculorum peronaeorum inferius NA,القيد السفلي للعضلات,dictionaries_master,term,,high,edbc33058bc5db0f42747b8ae2ec8302
Charcot's cirrhosis (primary biliary cirrhosis),تشمع شاركو تشمع صفراوي,dictionaries_master,term,,high,4afaa2838c45414d786bfa4bb9f70dab
S/periodic psychosis (manic-depressive psychosis),ذهان دوري ذهان هوسي,dictionaries_master,term,,high,ea6930e606c064d9201e5fb3e1b85981
S/total articular replacement arthroplasty (TARA),رأب المفصل بالاستبدال,dictionaries_master,term,,high,3da48bc6a8598dd022eee6f9d67e5edf
S/underhorn (cornu inferius ventriculi lateralis),القرن السفلي للبطين,dictionaries_master,term,,high,30fddcf4cd688de66c9ab2ccc59806a8
S2peritendinitis crepitans (tenosynovitis crepitans),التهاب غمد الوتر,dictionaries_master,term,,high,e4b76a28899e054c741a36dcde7d5c6d
S2syringocoele (canalis centralis medullae spinalis),القناة النخاعية,dictionaries_master,term,,high,5ea6a288138db94990caea7ddaa114f9
S3wasserhelle cells (clear cell of parathyroid gland),خلايا صافية في,dictionaries_master,sentence,,high,be81a2c5cf84cf5828d34872da4b7b8c
S4lateral planter artery (arteria plantaris lateralis),الشريان الأخمصي,dictionaries_master,term,,high,63dc5a4a7d7d473ef9cc06d2c9547a3a
S5epactal cartilages (cartilagines nasales accessoriae),غضاريف الأنف,dictionaries_master,term,,high,a6842f948adc59ee29dae70708583b98
S6central tendon of perineum (centrum tendineum perinei),الوتر المركزي,dictionaries_master,sentence,,high,11bd313c2b2297703f66d0afc15b0215
S6tuberculosis ulcerosa (tuberculosis cutis orificialis),سل قرحي سل جلدي,dictionaries_master,term,,high,b6e92dd0cd8243cd497db01f548e2961
S7despeciation (loss of species antigenic characteristic),إزالة مستضدات,dictionaries_master,term,,high,319b27b3a112e03405ac4c8dda73e2f4
S:infundibulum of uterine tube (infundibulum tubae uterinae),قمع البوق,dictionaries_master,sentence,,high,c38cfc0a633fd9014909d4ee5e4170a2
Sabethessi Sabi-Feldman dye test,اخْتِبارُ صِبْغِ سابين - فيلدمان (لتشخيص داء المقوِّسات),dictionaries_master,term,,high,e113e051724e661172f65ccea274f849
Sabethessv Sabi-Feldman dye test,اخْتِبارُ صِبْغِ سابين - فيلدمان (لتشخيص داء المقوِّسات),dictionaries_master,term,,high,6fdcea6555748a9783c29c6371b8b910
Saenger'smaculac Sahl-Nencki test,اخْتِبارُ سالي نينكي (لفعالية البنكرياس الحالة للدسم),dictionaries_master,term,,high,55e00e1526e0adae86c3636207f78c6e
Saenger'smaculah Sahl-Nencki test,اخْتِبارُ سالي نينكي (لفعالية البنكرياس الحالة للدسم),dictionaries_master,term,,high,cbbf559855ffa751d028136341ef4b07
Schonber Albinus' muscle,عَضَلَةُ,dictionaries_master,term,,high,c6a8974be81b61bdda77526b8b23a11b
Schwann'smembraneGSchwann-cell tumor,وَرَمُ خَلايا,dictionaries_master,term,,high,4b30b563e59c4d0f9d70a53968c035e7
Sims' test,اختبار سيمز لتحري,dictionaries_master,term,,high,910c6cc3456fe6bb1262f4c20982e31f
Spinal p.,شلل,dictionaries_master,sentence,,high,1764e5a16455f6d7b5af9948c2dca255
Spring eye,عروة الياي، عين,dictionaries_master,term,,high,f90f58b8403a941d3f97ca626bea9b2f
Stock test,اختبار ستوك للأسيتون في,dictionaries_master,term,,high,7ff9e7e2d50e0bc8cad032f2b08f7ae7
Student'st-test Student's ttes'Sturge's disease,داءُ شتُورغِه,dictionaries_master,term,,high,94f01004073bad6e34ccdfeb515dd51a
ubgraph,رسم بياني,dictionaries_master,term,,high,979b808286edc1f82abdf56f7c188094
Sulzbergerr Bloc-Steiger test,اخْتِبارُ بلوك - شتايغر (استخدام الرنانة للتفريق بين أشكال الصمم),dictionaries_master,term,,high,f06e5ef75e95846dbe0151b1b8938141
Sulzbergerw Bloc-Steiger test,اخْتِبارُ بلوك - شتايغر (استخدام الرنانة للتفريق بين أشكال الصمم),dictionaries_master,term,,high,6595f7bc7f31c85dee440ccb40e16747
Symptom c.,متلازمة ( معقد,dictionaries_master,sentence,,high,82bfc0802fa3ecd9e6c796c9f940f91b
Szetchwan Sichuan SetchuanT-bone steak,ًْç ٌèéé÷ ل÷ّ îîّëو ن-short loin ىه ٍِي لِهّْ T نîôّéمن لéï نçى÷ ùى نèًمّىهéï ىçى÷ نلùّ îنîهْï نٍىéهًن,dictionaries_master,term,,high,87ffc19b56cae8957fc833b64e1a5ca1
opacitymeter,English: opacitymeter Arabic: مقياس الكُمدة. مقياس,dictionaries_master,term,,high,dedf8821e5ae2c3e269dd5cab2353c3e
Tmetyrapone test,اختبار الميتيرابون لتحري سلامة المحور المهادي النخامي,dictionaries_master,term,,high,6a4163025eef0087883b9c930678ef3c
Ttraffic indicator,English: traffic indicator Arabic: مُبين اتجاه الحَود,dictionaries_master,term,,high,84607def9d79ebd3abff1e68dd73c2f1
