en	ar	section	type	source
flutoprazepam	فليوتوبرازيبام	PHARMACEUTICAL PREPERATIONS	term	WHO_UMD
flutter-fibrillation	رَفْرَفَةٌ رَجَفانِيَّة	CARDIOLOGY AND CADIOVASCULAR SURGERY	term	WHO_UMD
fluvastatin	فلوفاستاتين	PHARMACEUTICAL PREPERATIONS	term	WHO_UMD
fluvoxamine	فلوفوكسامين	PHARMACEUTICAL PREPERATIONS	term	WHO_UMD
fluvoxamine maleate	فلوفوكسامين ماليات	PHARMACEUTICAL PREPERATIONS	term	WHO_UMD
flux	تَدَفُّق - صُهارة	COMMON ENTRIES	phrase	WHO_UMD
flux gain	زيادةُ التَّدفُّق	COMMON ENTRIES	term	WHO_UMD
fly	ذُبابة	COMMON ENTRIES	term	WHO_UMD
fly ash	رماد متطاير	COMMON ENTRIES	term	WHO_UMD
fly bites	لسعات الذُباب	PARASITOLOGY	term	WHO_UMD
fmri of the brain	تصوير بالرنين المغناطيسي الوظيفي للدماغ	COMMON ENTRIES	phrase	WHO_UMD
fiber	لِيف	HISTOLOGY	term	WHO_UMD
fiber glass	ألياف زجاجية	REHABILITATION	term	WHO_UMD
fiber modified diet	نظامٌ غذائيٌّ مُعَدَّل الأَليَاف	NUTRITION AND DIETETICS	phrase	WHO_UMD
fiberglass	فيبرغلاس	BIOCHEMISTRY AND CHEMISTRY	term	WHO_UMD
fiberglass dermatitis	التِهاب الجِلْد بالأليَاف الزجاجية	DERMATOLOGY	phrase	WHO_UMD
fiberoptic bronchoscopy	تَنْظيرُ القَصَباتِ بالمنظار الليفِيّ البصريّ	GENERAL	phrase	WHO_UMD
fiberoptic colonoscope	تَنْظيرُ القولون بالمنظار الليفِيّ البصريّ	GENERAL	phrase	WHO_UMD
fiberoptic duodenoscope	مِنْظارُ الاِثْناعَشَرِيّ الليفِيّ البصريّ	GENERAL	phrase	WHO_UMD
fiberoptic endoscopic evaluation of swallowing	تقييم البلع بالتنظير الليفي البصري	GASTROENTEROLOGY	phrase	WHO_UMD
fiberoptic endoscopic evaluation of swallowing (FEES)	تَقيِيم البَلْع بِالتَّنظِير الليفِيّ البصريّ	GENERAL	sentence	WHO_UMD
fiberscope	مِنْظارٌ أَلْيافِيّ	GENERAL	term	WHO_UMD
fibrates	مركبات الفيبرات	PHARMACEUTICAL PREPERATIONS	term	WHO_UMD
fibrates	فِيبرَات	GENERAL	term	WHO_UMD
fibre glass	ألياف زجاجية	REHABILITATION	term	WHO_UMD
fibreglass	ليف زجاجيّ	BIOCHEMISTRY AND CHEMISTRY	term	WHO_UMD
fibril	ليفٌ دقيق	HISTOLOGY	term	WHO_UMD
fibrillary myoclonia	رَمَع العَضَل الليفي	NEUROLOGY	phrase	WHO_UMD
fibrillin	فِيبرِيلِين	HISTOLOGY	term	WHO_UMD
fibrin	فِبْرين	HISTOLOGY	term	WHO_UMD
fibrinocellular	فِبْرينِيٌّ خَلَوِيّ	HISTOLOGY	term	WHO_UMD
fibrinogen	فِبرينُوجِين	HISTOLOGY	term	WHO_UMD
fibrinogen test	اختبار الفِبرينوجِين	HEMATOLOGY	term	WHO_UMD
fibrinogenopenia	قِلَّةُ فِبْرينوجينِ الدَّم	HEMATOLOGY	phrase	WHO_UMD
fibrinogenous	فِبرينُوجِينيّ - فِبْرينِيّ	HEMATOLOGY	phrase	WHO_UMD
fibrinokinase	كينازُ الفِبْرين	HEMATOLOGY	term	WHO_UMD
fibrinolytic activity	فعالية حالّة للفبرين	COMMON ENTRIES	phrase	WHO_UMD
fibrinopeptide	فِبْرينِوببتيد	HEMATOLOGY	term	WHO_UMD
fibrinoplastic	مكون الليفين	HISTOLOGY	term	WHO_UMD
fibrinoplatelet	صفائحي ليفيني	HISTOLOGY	term	WHO_UMD
fibrinorrhea	سيلان ليفيني	HISTOLOGY	term	WHO_UMD
fibrinose	ليفينوز	HISTOLOGY	term	WHO_UMD
fibrinous pericarditis	الْتِهابُ التَّأْمورِ الفِبْرينِيّ	CARDIOLOGY AND CADIOVASCULAR SURGERY	phrase	WHO_UMD
fibrin-stabilizing factor	عامل تثبيت الفيبرين	HEMATOLOGY	phrase	WHO_UMD
fibroadenoma	وَرَمٌ غُدِّيٌّ لِيفِيّ	SURGERY	phrase	WHO_UMD
fibroblast	أَرومَةٌ لِيفِيَّة	SURGERY	term	WHO_UMD
fibroblast growth factor	عامل نمو الأرومات الليفية	COMMON ENTRIES	phrase	WHO_UMD
fibroblastoma	وَرَمٌ أَرومِيٌّ لِيفِيّ	SURGERY	phrase	WHO_UMD
fibrocartilage	غُضْروفٌ ليفيّ	ANATOMY	term	WHO_UMD
fibrochondritis	الْتِهابُ الغُضْروفِ الليفيّ	SURGERY	phrase	WHO_UMD
fibrochondrogenesis	تكوُّن غُضْروفِيٌّ لِيفِيّ	EMBRYOLOGY & TERATOLOGY	phrase	WHO_UMD
fibrochondroma	وَرَمٌ غُضْروفِيٌّ لِيفِيّ	SURGERY	phrase	WHO_UMD
fibrochondrosarcoma	ساركوما غضروفي ليفي	TAXONOMY, NOSOLOGY AND CLASSIFICATION	phrase	WHO_UMD
fibrocyst	كيسَةٌ لِيفِيَّة	SURGERY	term	WHO_UMD
fibrocystic	كيسِيٌّ لِيفِيّ	SURGERY	term	WHO_UMD
fibrocystic breast changes	تبدلات ليفية كيسية في الثدي	DIAGNOSTICS(SYMPTOMS&SIGNS)	phrase	WHO_UMD
fibrocystic changes	تغيرات ليفية كيسية	COMMON ENTRIES	phrase	WHO_UMD
fibrocystic disease of the breast	الداءُ الكيسِيُّ اللِّيفِيُّ في الثَّدِي	SURGERY	phrase	WHO_UMD
fibrodectomy	استئصال ورم ليفي	ONCOLOGY	phrase	WHO_UMD
fibro-esteoma	ورم عظمي ليفي	ONCOLOGY	phrase	WHO_UMD
fibrofolliculoma	ورم جُرَيْبي ليفي	TAXONOMY, NOSOLOGY AND CLASSIFICATION	phrase	WHO_UMD
fibrofolliculoma	وَرَمٌ حُلَيمِيٌّ جُرَيبِيّ	SURGERY	phrase	WHO_UMD
fibrogliosis	تكاثرُ النسيج الدبقيّ والليفيّ	SURGERY	phrase	WHO_UMD
fibroid	شبيه بالليفيّ - وَرَمٌ عَضَلِيٌّ أَمْلَس	SURGERY	sentence	WHO_UMD
fibroid tumor embolization	إصمام الورم الليفيّ	RADIOLOGY AND DIAGNOSTIC TECHNOLOGY	phrase	WHO_UMD
fibroidectomy	اسْتِئْصالُ الوَرَمِ اللِّيفِيِّ	SURGERY	phrase	WHO_UMD
fibrolipoma	وَرَمٌ شَحْمِيٌّ لِيفِيّ	SURGERY	phrase	WHO_UMD
fibroma	وَرَمٌ لِيفِيّ	SURGERY	term	WHO_UMD
fibroma of the breast	وَرَمٌ لِيفِيٌّ في الثَّدي	SURGERY	phrase	WHO_UMD
fibromuscular dysplasia	خلل التنسُّج الليفي العضليّ	COMMON ENTRIES	phrase	WHO_UMD
fibromuscular dysplasia (FMD)	خَلَلُ التَّنَسُّجِ العَضَلِيُّ اللِّيْفِيّ	SURGERY	phrase	WHO_UMD
fibromyalgia	أَلَمٌ عَضَلِيّ لِيفي	SURGERY	phrase	WHO_UMD
fibromyoma	وَرَمٌ عَضَلِيٌّ ليفيّ	TAXONOMY, NOSOLOGY AND CLASSIFICATION	phrase	WHO_UMD
fibromyomectomy	اسْتِئْصالُ الوَرَمِ العَضَلِيِّ الليفي	SURGERY	phrase	WHO_UMD
fibromyositis	الْتِهابٌ لِيفِيٌّ عَضَلِيّ	SURGERY	phrase	WHO_UMD
fibromyxolipoma	ورم شحمي مخاطي ليفي	TAXONOMY, NOSOLOGY AND CLASSIFICATION	phrase	WHO_UMD
fibromyxoma	ورم مخاطي ليفي	TAXONOMY, NOSOLOGY AND CLASSIFICATION	phrase	WHO_UMD
fibro-osteoclasia	نقض العظام الليفي	TAXONOMY, NOSOLOGY AND CLASSIFICATION	phrase	WHO_UMD
fibro-osteoma	ورم عظمي-ليفي	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
fibroplasia	تَنسُّجٌ لِيْفِيُّ	SURGERY	term	WHO_UMD
fibrosarcoma pl.	ساركومةٌ لِيفِيَّة	SURGERY	term	WHO_UMD
fibrosing alveolitis	الْتِهابُ الأسْنَاخِ الرِّئَوِيَّة المُلَيِّف	SURGERY	phrase	WHO_UMD
fibrosis	تَلَيُّف	SURGERY	term	WHO_UMD
fibrosis of the lungs	تَلَيُّف الرِّئتين	SURGERY	phrase	WHO_UMD
fibrositis	التهاب ليفي	INFECTIOUS DISEASES	term	WHO_UMD
fibrothorax	تَلَيُّفٌ صَدْرِيّ	SURGERY	term	WHO_UMD
fibrotic myopathy	اعتلال العَضَل التَّلَيُّفيّ	RHEUMATOLOGY	phrase	WHO_UMD
fibrous	لِيفِيّ	GENERAL	term	WHO_UMD
fibrous hamartoma of infancy	وَرَمٌ ناقص التشكل عِندَ الرَّضِيع	GENERAL	phrase	WHO_UMD
fibrous myocarditis	التهابُ عَضَلةِ القَلْبِ الليفي	INFECTIOUS DISEASES	phrase	WHO_UMD
fibrous thyroiditis	الْتِهابُ الدَّرَقِيَّة اللِّيفِي	GENERAL	phrase	WHO_UMD
fibrous trigone	مُثَلَّث لِيفيّ	GENERAL	term	WHO_UMD
fibrovascular proliferation	تَكاثُر لِيفِيٌّ وِعائِيّ	GENERAL	phrase	WHO_UMD
fibular collum	عُنق الشَّظِيَّة	ANATOMY	term	WHO_UMD
fibular head	رأس الشظية	REHABILITATION	term	WHO_UMD
fibular neck	عنق عظم الشظية	COMMON ENTRIES	phrase	WHO_UMD
fibularis brevis	العضلة الشَّظَوِيَّةُ القَصيرَة	ANATOMY	phrase	WHO_UMD
fibularis longus	العضلة الشَّظَوِيَّةُ الطَويلَة	ANATOMY	phrase	WHO_UMD
fibularis tertius	العضلة الشَّظَوِيَّةُ الثَّالِثَة	ANATOMY	phrase	WHO_UMD
fictive kin	قَرِيب مُفْتَرَض	GENERAL	term	WHO_UMD
field	حَقْل	COMMON ENTRIES	term	WHO_UMD
field clinical research	بحوث سريرية ميدانية	BIOSTATISTICS	phrase	WHO_UMD
field epidemiology	المجال الوبائي	BIOSTATISTICS	term	WHO_UMD
field epidemiology	الوبائيات الميدانية	BIOSTATISTICS	term	WHO_UMD
field experimental study	دراسة تجريبية ميدانية	BIOSTATISTICS	phrase	WHO_UMD
field notes	ملاحظات ميدانية	BIOSTATISTICS	term	WHO_UMD
field of vision	حقل ُ الرُّؤْيَة	OPHTHALMOLOGY AND OPTICS	phrase	WHO_UMD
field ray	شعاع الحقل	COMMON ENTRIES	term	WHO_UMD
field survey	مسح ميداني	BIOSTATISTICS	term	WHO_UMD
field trials	تجارب ميدانية	BIOSTATISTICS	term	WHO_UMD
field work	عمل ميداني	BIOSTATISTICS	term	WHO_UMD
figure-eight bandage	ضِمادٌ متقاطع اللفات	GENERAL	phrase	WHO_UMD
figure-eight suture	خياطَة متقاطعة	SURGERY	term	WHO_UMD
figure-ground relationship	علاقةُ الشكل والخلفية	GENERAL	phrase	WHO_UMD
filament	خَيط	GENERAL	term	WHO_UMD
filamentous	خَيطِيّ	GENERAL	term	WHO_UMD
filaminopathy	اعتلال العضلات بفيلامين	TAXONOMY, NOSOLOGY AND CLASSIFICATION	phrase	WHO_UMD
filar micrometer	ميكرومتر خيطيٌّ	DIAGNOSTICS(SYMPTOMS&SIGNS)	term	WHO_UMD
filarial scabies	جَرَب يتأثر بمعالجة الخيطيّات	COMMON ENTRIES	phrase	WHO_UMD
filariasis	دَاءُ الفيلاريَّات	PARASITOLOGY	term	WHO_UMD
filgrastim	فيلغراستيم	BIOCHEMISTRY AND CHEMISTRY	term	WHO_UMD
filial generation	جِيلُ بَنَوِيّ	GENERAL	term	WHO_UMD
filiform catheter	قِثْطارٌ خَيطِيّ	GENERAL	term	WHO_UMD
filipuncture	وخز خيطي	SURGERY	term	WHO_UMD
filling factor	عَامِل الحَشُو	PHYSIATRICS AND PHYSICAL MEDICINE	term	WHO_UMD
film badge dosimeter	بطاقة فِلْم قياس الجرعة الشعاعية	RADIOLOGY AND DIAGNOSTIC TECHNOLOGY	phrase	WHO_UMD
film development	تَظهِير الفِلْم	RADIOLOGY AND DIAGNOSTIC TECHNOLOGY	term	WHO_UMD
film fault	خَطأ الفِلم	RADIOLOGY AND DIAGNOSTIC TECHNOLOGY	term	WHO_UMD
film on teeth	طبقةٌ سنية	RADIOLOGY AND DIAGNOSTIC TECHNOLOGY	phrase	WHO_UMD
film screen mammography	تَصْويرُ الثَّدْيِ الشُّعاعِيّ بحجاب فلمي	RADIOLOGY AND DIAGNOSTIC TECHNOLOGY	phrase	WHO_UMD
filovirus	الفيروسات الخيطية (فيلوفيروس)	VIROLOGY	phrase	WHO_UMD
filter	مُرَشِّح	RADIOLOGY AND DIAGNOSTIC TECHNOLOGY	term	WHO_UMD
filter funnel	قِمْعُ التَرْشِيح	LABORATORY MEDICINE	term	WHO_UMD
filtered back projection	مَسقَط راجع مفَلتَر	RADIOLOGY AND DIAGNOSTIC TECHNOLOGY	phrase	WHO_UMD
filtration	تَرْشيح	RADIOLOGY AND DIAGNOSTIC TECHNOLOGY	term	WHO_UMD
filtration surgery	جراحة ترشيحية	COMMON ENTRIES	term	WHO_UMD
filum	خيط	HISTOLOGY	term	WHO_UMD
fimasartan	فيماسارتان	PHARMACEUTICAL PREPERATIONS	term	WHO_UMD
fimbria	خَمَل	GENERAL	term	WHO_UMD
fimbrial tubal pregnancy	حمْلٌ فِي خَمْل الأُنبُوبِ الرحمي	OBSTETRICS AND GYNECOLOGY	phrase	WHO_UMD
fimbriated	مُخَمَّل	GENERAL	term	WHO_UMD
final level amputation	بتر المستوى النهائيّ	REHABILITATION	phrase	WHO_UMD
financial compensation to the surrogate	تعويض مالي لاستئجار الرحم	OBSTETRICS AND GYNECOLOGY	phrase	WHO_UMD
financial resource assistance	المساعدة في موارد التمويل	NURSING, MIDWIFERY AND TOCOLOGY	phrase	WHO_UMD
finasteride	فيناستيريد	PHARMACEUTICAL PREPERATIONS	term	WHO_UMD
finasteride	فيناسترايد	PHARMACEUTICAL PREPERATIONS	term	WHO_UMD
fine adjustment screw	لولب إحكام دقيق	LABORATORY MEDICINE	phrase	WHO_UMD
fine motor skills	مَهَارَات أداء الحَركَات الدَّقِيقَة	GENERAL	phrase	WHO_UMD
fine motor skills	مهارات حركية دقيقة	NEUROLOGY	phrase	WHO_UMD
fine needle aspiration	رَشْف بالإبرة الدقيقة	RADIOLOGY AND DIAGNOSTIC TECHNOLOGY	phrase	WHO_UMD
fine particle	جُسَيْم ناعم	COMMON ENTRIES	term	WHO_UMD
fine particulate matter	مادة الجسيمات الناعمة	COMMON ENTRIES	phrase	WHO_UMD
fine tremor	رُعاشٌ ناعم	NEUROLOGY	term	WHO_UMD
fine tuning	تعديلات فارقة	COMMON ENTRIES	term	WHO_UMD
fine-needle aspiration	الرَّشف بِالإِبرَة الدَّقِيقَة	GENERAL	phrase	WHO_UMD
fineness	نَقاوَة	GENERAL	term	WHO_UMD
finer identification	تعرف دقيق	GENETICS AND GENETIC ENGINEERING	term	WHO_UMD
finger	إِصْبَع	COMMON ENTRIES	term	WHO_UMD
finger amputation	بتر إصبع اليد	REHABILITATION	phrase	WHO_UMD
finger clubbing	تَعَجُّر الأصابع	CARDIOLOGY AND CADIOVASCULAR SURGERY	term	WHO_UMD
finger goniometer	مِقْياسُ زَوايا الأَصابِع	GENERAL	phrase	WHO_UMD
finger prothesis	بدلة تعويضية أصبعية	REHABILITATION	phrase	WHO_UMD
finger pulse therapy	العِلاج بنَبُض الإِصبَع	GENERAL	phrase	WHO_UMD
finger stick	وَخْز الإِصْبَع	COMMON ENTRIES	term	WHO_UMD
finger sweep	تنظيفٌ بالإصبع	CHEST, PULMONARY AND CARDIOTHORATIC SURGERY	term	WHO_UMD
fingernails	أظفار	DERMATOLOGY	term	WHO_UMD
finger-nose test	اختبار الإِصْبَعِ-الأَنْف	NEUROLOGY	term	WHO_UMD
fingerstick	وخزة الإصبع	COMMON ENTRIES	term	WHO_UMD
fsh	هرمون مُنَبِّه للجريب	TAXONOMY, NOSOLOGY AND CLASSIFICATION	phrase	WHO_UMD
fraction of inspired oxygen (FiO2)	جُزْءُ الأُكسِجِين المُستَنشَقْ	CHEST, PULMONARY AND CARDIOTHORATIC SURGERY	phrase	WHO_UMD
fractals	أشكال هندسية	BIOSTATISTICS	term	WHO_UMD
fraction of inspired oxygen	جزء الأكسجين المستنشق	CHEST, PULMONARY AND CARDIOTHORATIC SURGERY	phrase	WHO_UMD
fractional dilation and curettage	التِّوسِيع والكشط التَّجزيئيّ	OBSTETRICS AND GYNECOLOGY	phrase	WHO_UMD
fractional excretion of sodium (FENa)	الإِفرازْ التجزيئِي للصُّوديُوم	NEPHROLOGY	phrase	WHO_UMD
fractional flow	جريان تجزيئي	CARDIOLOGY AND CADIOVASCULAR SURGERY	term	WHO_UMD
fractional flow reserve	احتياطي الجريان الجزئي	CARDIOLOGY AND CADIOVASCULAR SURGERY	phrase	WHO_UMD
fracture - dislocation	كسر خلعي	ORTHOPEDICS	phrase	WHO_UMD
fracture hematoma	ورم دموي مع كسر	COMMON ENTRIES	phrase	WHO_UMD
fracture of clavicle	كَسْرٌ في التَّرْقُوَة	ORTHOPEDICS	phrase	WHO_UMD
fracture of olecranon	كسْر الزُّجّ	ORTHOPEDICS	phrase	WHO_UMD
fracture of patella	كَسْر الرَّضَفَة	ORTHOPEDICS	phrase	WHO_UMD
fracture of radius	كَسْر الكُعبُرة	ORTHOPEDICS	phrase	WHO_UMD
fracture of skull	كَسْر الجُمْجُمَة	ORTHOPEDICS	phrase	WHO_UMD
fracture tassement	ردّ الكسر	ORTHOPEDICS	term	WHO_UMD
fracture threshold	عتَبَةُ الكَسْر	ORTHOPEDICS	term	WHO_UMD
fragile data	مُعْطّيَات هَشَّة	BIOSTATISTICS	term	WHO_UMD
fragile X syndrome	مُتلازِمَة الصِّبغِي إكس الهَشّ	GENETICS AND GENETIC ENGINEERING	phrase	WHO_UMD
fragiliocytosis	هشاشية الحمراء	PATHOLOGY	term	WHO_UMD
fragment	قِطْعَة	COMMON ENTRIES	term	WHO_UMD
fragment parenchyme	حَتَّة مَتْنِيَّة	COMMON ENTRIES	term	WHO_UMD
frail elder	مُسِنٌ ضَعِيف	GERIATRIC MEDICINE AND GERONTOLOGY	term	WHO_UMD
frailty	هشاشة	COMMON ENTRIES	term	WHO_UMD
fraise	مِثْقَبٌ مَخْرُوْطِيٌّ	SURGERY	term	WHO_UMD
framboesioma	الدَّاءُ العُلَّيقِيّ	INFECTIOUS DISEASES	term	WHO_UMD
frame	هَيكَل	COMMON ENTRIES	term	WHO_UMD
frame of reference	هَيكَلُ المَراجِع	GENERAL	phrase	WHO_UMD
framed socket	مغرز إطاريّ	REHABILITATION	term	WHO_UMD
framycetin	فرامايسيتين	PHARMACEUTICAL PREPERATIONS	term	WHO_UMD
franchise dentistry	طب الأسنان الاستثماريّ	DENTISTRY	phrase	WHO_UMD
francisella	الفرانسيسيلا	BACTERIOLOGY	term	WHO_UMD
frangula	نَبَق	BOTANY	term	WHO_UMD
frank	صَريح	COMMON ENTRIES	term	WHO_UMD
fraud	احْتِيال	COMMON ENTRIES	term	WHO_UMD
freckles	النمَش	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
free fatty acid (FFA)	حَمْضٌ دُهْنِيّ حُرّ	BIOCHEMISTRY AND CHEMISTRY	phrase	WHO_UMD
free graft	طُعْمٌ حُرّ	SURGERY	term	WHO_UMD
free macrophage	خليةٌ بالعةٌ كبيرةٌ حُرَّة	HEMATOLOGY	phrase	WHO_UMD
free nerve ending	نِهاياتٌ عَصَبِيَّةٌ حُرَّة	NEUROLOGY	phrase	WHO_UMD
free nitrogen	نتروجين حرّ	COMMON ENTRIES	term	WHO_UMD
free radicals	جذور حرة	CELL BIOLOGY	term	WHO_UMD
free thyroxine	الثيروكسين الحُرّ	ENDOCRINOLOGY & METABOLISM	term	WHO_UMD
free thyroxine (FT4) test	اختبار الثيروكسين الحُرّ	ENDOCRINOLOGY & METABOLISM	phrase	WHO_UMD
free thyroxine index	مَنْسَبُ الثيروكسين الحُرّ	ENDOCRINOLOGY & METABOLISM	phrase	WHO_UMD
free-air chamber	غُرفَة مُفرَّغَة مِن الهَواء	GENERAL	phrase	WHO_UMD
freebasing	تَصفِيَة الأَساس	BIOCHEMISTRY AND CHEMISTRY	term	WHO_UMD
free-form foot orthosis	جهاز تقويم حُرّ الشكل للقَدم	REHABILITATION	phrase	WHO_UMD
freehand drawing	تصميم يدوي	REHABILITATION	term	WHO_UMD
free-induction decay	نخر بدون تحريض	ONCOLOGY	phrase	WHO_UMD
free-induction decay (FID)	التلاشي غير المحرَّض	BIOCHEMISTRY AND CHEMISTRY	phrase	WHO_UMD
free-radical theory of aging	نَظَرِيَّة دَوْر الجَذْر الحُرّة في الشَّيخُوخة.	GERIATRIC MEDICINE AND GERONTOLOGY	sentence	WHO_UMD
free-standing tax-exempt clinic	مركز الرعاية المستقل المعفى من الضريبة	HEALTH SERVICES	sentence	WHO_UMD
freeze fracturing	كسر بالتجميد	ORTHOPEDICS	term	WHO_UMD
freeze substitution	الإحلال بالتجميد	PHYSIATRICS AND PHYSICAL MEDICINE	term	WHO_UMD
freeze-etching	خدش بالتجميد	PHYSIATRICS AND PHYSICAL MEDICINE	term	WHO_UMD
freezers	مُجَمِّدات	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
freezing	تَجْمُّد	GENERAL	term	WHO_UMD
freezing point	نُقْطَةُ التَجْمُّد	GENERAL	term	WHO_UMD
fremanezumab	فريمانيزيوماب	PHARMACEUTICAL PREPERATIONS	term	WHO_UMD
fremitus	اهتزازٌ مَحْسوس	GENERAL	term	WHO_UMD
fremitus pericardial	رفيف تاموري	CARDIOLOGY AND CADIOVASCULAR SURGERY	term	WHO_UMD
frenectomy	اسْتِئْصالُ اللِّجام	SURGERY	term	WHO_UMD
frenga	فرينجا	TAXONOMY, NOSOLOGY AND CLASSIFICATION	term	WHO_UMD
frenotomy	بَضْعُ اللِّجام	SURGERY	term	WHO_UMD
frenulum of labia minora	لِجَام الشُّفْرَين الصَّغيرين	ANATOMY	phrase	WHO_UMD
frenulum of the ileal orifice	لِجَام الفَوهَة اللَّفائِفيَّة	ANATOMY	phrase	WHO_UMD
frenulum of the lips	لِجَام الشَّفَتِين	ANATOMY	phrase	WHO_UMD
frenulum of the tongue	لِجامُ اللِّسان	ANATOMY	phrase	WHO_UMD
